0.000000000000000000e+00 2.000000000000000000e+01
7.999999999999999638e-06 2.000000032455387000e+01
1.599999999999999928e-05 2.000000003590542974e+01
2.400000000000000061e-05 1.999999933316485823e+01
3.199999999999999855e-05 1.999999868846096263e+01
3.999999999999999650e-05 1.999999848206456576e+01
4.799999999999999444e-05 1.999999887418677957e+01
5.599999999999999238e-05 1.999999980826127910e+01
6.399999999999999710e-05 2.000000107582717135e+01
7.200000000000000182e-05 2.000000239830910687e+01
8.000000000000000654e-05 2.000000350007394800e+01
8.800000000000001126e-05 2.000000383639085655e+01
9.600000000000001598e-05 2.000000420955338853e+01
1.040000000000000207e-04 2.000000437826852107e+01
1.120000000000000254e-04 2.000000391439361280e+01
1.200000000000000301e-04 2.000000255062353460e+01
1.280000000000000213e-04 2.000000028650903516e+01
1.360000000000000260e-04 1.999999736204517831e+01
1.440000000000000308e-04 1.999999417157738790e+01
1.520000000000000355e-04 1.999999116448540093e+01
1.600000000000000402e-04 1.999998875910307206e+01
1.680000000000000449e-04 1.999998728183557617e+01
1.760000000000000496e-04 1.999998693385235171e+01
1.840000000000000544e-04 1.999998778216886919e+01
1.920000000000000591e-04 1.999998976933650496e+01
2.000000000000000638e-04 1.999999273534776023e+01
2.080000000000000685e-04 1.999999644592045556e+01
2.160000000000000732e-04 2.000000062244991028e+01
2.240000000000000780e-04 2.000000497021433077e+01
2.320000000000000827e-04 2.000000920264425019e+01
2.400000000000000874e-04 2.000001306050197059e+01
2.480000000000000650e-04 2.000001632561526677e+01
2.560000000000000426e-04 2.000001882937650777e+01
2.640000000000000202e-04 2.000002045658052197e+01
2.719999999999999979e-04 2.000002114537318931e+01
2.799999999999999755e-04 2.000002088415628165e+01
2.879999999999999531e-04 2.000001970628095904e+01
2.959999999999999307e-04 2.000001768329268614e+01
3.039999999999999083e-04 2.000001491738864701e+01
3.119999999999998859e-04 2.000001153363258055e+01
3.199999999999998635e-04 2.000000767235528443e+01
3.279999999999998412e-04 2.000000348205855971e+01
3.359999999999998188e-04 1.999999911304221811e+01
3.439999999999997964e-04 1.999999471188926137e+01
3.519999999999997740e-04 1.999999041687618373e+01
3.599999999999997516e-04 1.999998635431978755e+01
3.679999999999997292e-04 1.999998263583092140e+01
3.759999999999997069e-04 1.999997935641540536e+01
3.839999999999996845e-04 1.999997659334283995e+01
3.919999999999996621e-04 1.999997440569136486e+01
3.999999999999996397e-04 1.999997283447163809e+01
4.079999999999996173e-04 1.999997190323228580e+01
4.159999999999995949e-04 1.999997161905271881e+01
4.239999999999995725e-04 1.999997197383450853e+01
4.319999999999995502e-04 1.999997294581062945e+01
4.399999999999995278e-04 1.999997450120039488e+01
4.479999999999995054e-04 1.999997659594626143e+01
4.559999999999994830e-04 1.999997917747899123e+01
4.639999999999994606e-04 1.999998218646524606e+01
4.719999999999994382e-04 1.999998555850094917e+01
4.799999999999994158e-04 1.999998922572071791e+01
4.879999999999993935e-04 1.999999311830110216e+01
4.959999999999993711e-04 1.999999716584114040e+01
5.039999999999993487e-04 2.000000129860951503e+01
5.119999999999993263e-04 2.000000544865172003e+01
5.199999999999993039e-04 2.000000955075504550e+01
5.279999999999992815e-04 2.000001354327206116e+01
5.359999999999992592e-04 2.000001736880625103e+01
5.439999999999992368e-04 2.000002097476510698e+01
5.519999999999992144e-04 2.000002431378795364e+01
5.599999999999991920e-04 2.000002734405691740e+01
