5.679999999999991696e-04 2.000003002949999242e+01
5.759999999999991472e-04 2.000003233989580309e+01
5.839999999999991248e-04 2.000003425089023068e+01
5.919999999999991025e-04 2.000003574393443984e+01
5.999999999999990801e-04 2.000003680615421686e+01
6.079999999999990577e-04 2.000003743015995283e+01
6.159999999999990353e-04 2.000003761380636291e+01
6.239999999999990129e-04 2.000003735991047193e+01
6.319999999999989905e-04 2.000003667593580658e+01
6.399999999999989682e-04 2.000003557365009144e+01
6.479999999999989458e-04 2.000003406876359691e+01
6.559999999999989234e-04 2.000003218055380927e+01
6.639999999999989010e-04 2.000002993148255470e+01
6.719999999999988786e-04 2.000002734681003957e+01
6.799999999999988562e-04 2.000002445421058894e+01
6.879999999999988338e-04 2.000002128339364660e+01
6.959999999999988115e-04 2.000001786573362850e+01
7.039999999999987891e-04 2.000001423391116262e+01
7.119999999999987667e-04 2.000001042156846154e+01
7.199999999999987443e-04 2.000000646298039442e+01
7.279999999999987219e-04 2.000000239274304548e+01
7.359999999999986995e-04 1.999999824548095617e+01
7.439999999999986771e-04 1.999999405557391796e+01
7.519999999999986548e-04 1.999998985690385567e+01
7.599999999999986324e-04 1.999998568262230236e+01
7.679999999999986100e-04 1.999998156493838408e+01
7.759999999999985876e-04 1.999997753492745645e+01
7.839999999999985652e-04 1.999997362235993847e+01
7.919999999999985428e-04 1.999996985555020856e+01
8.000000000000000383e-04 1.999996626122464249e+01
1.292000000000000613e-03 2.000010884774738074e+01
1.784000000000001730e-03 1.999963622092970894e+01
2.276000000000002847e-03 2.000115831356342966e+01
2.768000000000003964e-03 2.000884569338602148e+01
3.260000000000005081e-03 2.002383700557383150e+01
3.752000000000006198e-03 2.004503972586460137e+01
4.244000000000007315e-03 2.007061790572588933e+01
4.736000000000008432e-03 2.009879602291724510e+01
5.228000000000009549e-03 2.012814204323465361e+01
5.720000000000010666e-03 2.015760387936965259e+01
6.212000000000011783e-03 2.018645598847095357e+01
6.704000000000012900e-03 2.021422589269453596e+01
7.196000000000014017e-03 2.024062674480505919e+01
7.688000000000015134e-03 2.026550319380872622e+01
8.180000000000010180e-03 2.028879058241584588e+01
8.672000000000002623e-03 2.031048524556402768e+01
9.163999999999995066e-03 2.033062335258693665e+01
9.655999999999987510e-03 2.034926606397008442e+01
1.014799999999997995e-02 2.036648924884844902e+01
1.063999999999997240e-02 2.038237645004359422e+01
1.113199999999996484e-02 2.039701413953872589e+01
1.162399999999995728e-02 2.041048857770537950e+01
1.211599999999994973e-02 2.042288378833988105e+01
1.260799999999994217e-02 2.043428030496842140e+01
1.309999999999993461e-02 2.044475444622438332e+01
1.359199999999992706e-02 2.045437795065504716e+01
1.408399999999991950e-02 2.046321785253010717e+01
1.457599999999991194e-02 2.047133651627207485e+01
1.506799999999990439e-02 2.047879177244589499e+01
1.555999999999989683e-02 2.048563711599203074e+01
1.605199999999988927e-02 2.049192193980948318e+01
1.654399999999988172e-02 2.049769178546470272e+01
1.703599999999987416e-02 2.050298859885003111e+01
1.752799999999986660e-02 2.050785098280855934e+01
1.801999999999985905e-02 2.051231444164915985e+01
1.851199999999985149e-02 2.051641161446939066e+01
1.900399999999984393e-02 2.052017249557239609e+01
1.949599999999983638e-02 2.052362464118259666e+01
1.998799999999982882e-02 2.052679336228343843e+01
2.047999999999982126e-02 2.052970190379894078e+01
2.097199999999981371e-02 2.053237161059466587e+01
2.146399999999980615e-02 2.053482208092792760e+01
2.195599999999979859e-02 2.053707130805705106e+01
2.244799999999979104e-02 2.053913581075821426e+01
2.293999999999978348e-02 2.054103075350153773e+01
2.343199999999977592e-02 2.054277005702542169e+01
2.392399999999976837e-02 2.054436650001726861e+01
2.441599999999976081e-02 2.054583181257770619e+01
2.490799999999975325e-02 2.054717676210239574e+01
2.539999999999974570e-02 2.054841123217773813e+01
2.589199999999973814e-02 2.054954429504414293e+01
2.638399999999973058e-02 2.055058427814174138e+01
2.687599999999972303e-02 2.055153882521495490e+01
2.736799999999971547e-02 2.055241495241525840e+01
2.785999999999970791e-02 2.055321909980929718e+01
2.835199999999970036e-02 2.055395717866500860e+01
2.884399999999969280e-02 2.055463461486072063e+01
2.933599999999968524e-02 2.055525638873386995e+01
2.982799999999967769e-02 2.055582707166011147e+01
3.031999999999967013e-02 2.055635085963139019e+01
3.081199999999966258e-02 2.055683160407738441e+01
3.130399999999965849e-02 2.055727284015769740e+01
3.179599999999965093e-02 2.055767781273076977e+01
3.228799999999964337e-02 2.055804950019163613e+01
3.277999999999963582e-02 2.055839063635243491e+01
3.327199999999962826e-02 2.055870373052594857e+01
3.376399999999962070e-02 2.055899108596029379e+01
3.425599999999961315e-02 2.055925481676061040e+01
3.474799999999960559e-02 2.055949686342018978e+01
3.523999999999959803e-02 2.055971900707731592e+01
3.573199999999959048e-02 2.055992288260063106e+01
3.622399999999958292e-02 2.056010999060092104e+01
3.671599999999957537e-02 2.056028170845520364e+01
3.720799999999956781e-02 2.056043930042702428e+01
3.769999999999956025e-02 2.056058392695477366e+01
3.819199999999955270e-02 2.056071665317752561e+01
3.868399999999954514e-02 2.056083845676096544e+01
3.917599999999953758e-02 2.056095023508033393e+01
3.966799999999953003e-02 2.056105281181397260e+01
4.015999999999952247e-02 2.056114694299490253e+01
4.065199999999951491e-02 2.056123332256574798e+01
4.114399999999950736e-02 2.056131258747773671e+01
4.163599999999949980e-02 2.056138532237057603e+01
4.212799999999949224e-02 2.056145206386818813e+01
4.261999999999948469e-02 2.056151330452163251e+01
4.311199999999947713e-02 2.056156949642839393e+01
4.360399999999946957e-02 2.056162105455472755e+01
4.409599999999946202e-02 2.056166835978420693e+01
4.458799999999945446e-02 2.056171176171693915e+01
4.507999999999944690e-02 2.056175158123864577e+01
4.557199999999943935e-02 2.056178811287835373e+01
4.606399999999943179e-02 2.056182162697317040e+01
4.655599999999942423e-02 2.056185237165457025e+01
4.704799999999941668e-02 2.056188057467243624e+01
4.753999999999940912e-02 2.056190644506811083e+01
4.803199999999940156e-02 2.056193017471155216e+01
4.852399999999939401e-02 2.056195193971073820e+01
4.901599999999938645e-02 2.056197190170683342e+01
4.950799999999937889e-02 2.056199020906135644e+01
5.000000000000000278e-02 2.056200699794772291e+01
6.500000000000001610e-02 2.056217817770094314e+01
8.000000000000002942e-02 2.056218799789110463e+01
9.500000000000004274e-02 2.056218731830579571e+01
1.100000000000000561e-01 2.056218651325010072e+01
1.250000000000000555e-01 2.056218604395247951e+01
1.400000000000000688e-01 2.056218578660308083e+01
1.550000000000000822e-01 2.056218564670009386e+01
1.700000000000000955e-01 2.056218557084142873e+01
1.850000000000001088e-01 2.056218552981847125e+01
2.000000000000000111e-01 2.056218550772480569e+01
