0	0
0.0000002	0.0001645
0.0000004	3.29E-04
0.0000006	4.94E-04
0.0000008	0.000658
0.000001	0.0008225
0.0000012	0.000987
0.0000014	0.0011515
0.0000016	0.001316
0.0000018	0.0014805
0.000002	0.001645
0.0000022	0.001645
0.0000024	0.001645
0.0000026	0.001645
0.0000028	0.001645
0.000003	0.001645
0.0000032	0.001645
0.0000034	0.001645
0.0000036	0.001645
0.0000038	0.001645
0.000004	0.001645
0.0000042	0.001645
0.0000044	0.001645
0.0000046	0.001645
0.0000048	0.001645
0.000005	0.001645
0.0000052	0.001645
0.0000054	0.001645
0.0000056	0.001645
0.0000058	0.001645
0.000006	0.001645
0.0000062	0.001645
0.0000064	0.001645
0.0000066	0.001645
0.0000068	0.001645
7E-06	0.001645
7.2E-06	0.001645
7.4E-06	0.001645
7.6E-06	0.001645
7.8E-06	0.001645
8E-06	0.001645
8.2E-06	0.001645
8.4E-06	0.001645
8.6E-06	0.001645
8.8E-06	0.001645
9E-06	0.001645
9.2E-06	0.001645
9.4E-06	0.001645
9.6E-06	0.001645
9.8E-06	0.001645
1E-05	0.001645
0.0000102	0.001645
0.0000104	0.001645
0.0000106	0.001645
0.0000108	0.001645
0.000011	0.001645
0.0000112	0.001645
0.0000114	0.001645
0.0000116	0.001645
0.0000118	0.001645
0.000012	0.001645
0.0000122	0.001645
0.0000124	0.001645
0.0000126	0.001645
0.0000128	0.001645
0.000013	0.001645
0.0000132	0.001645
0.0000134	0.001645
0.0000136	0.001645
0.0000138	0.001645
0.000014	0.001645
0.0000142	0.001645
0.0000144	0.001645
0.0000146	0.001645
0.0000148	0.001645
0.000015	0.001645
0.0000152	0.001645
0.0000154	0.001645
0.0000156	0.001645
0.0000158	0.001645
0.000016	0.001645
0.0000162	0.001645
0.0000164	0.001645
0.0000166	0.001645
0.0000168	0.001645
0.000017	0.001645
0.0000172	0.001645
0.0000174	0.001645
0.0000176	0.001645
0.0000178	0.001645
0.000018	0.001645
0.0000182	0.001645
0.0000184	0.001645
0.0000186	0.001645
0.0000188	0.001645
0.000019	0.001645
0.0000192	0.001645
0.0000194	0.001645
0.0000196	0.001645
0.0000198	0.001645
0.00002	0.001645
0.0000202	0.001645
0.0000204	0.001645
0.0000206	0.001645
0.0000208	0.001645
0.000021	0.001645
0.0000212	0.001645
0.0000214	0.001645
0.0000216	0.001645
0.0000218	0.001645
0.000022	0.001645
0.0000222	0.001645
0.0000224	0.001645
0.0000226	0.001645
0.0000228	0.001645
0.000023	0.001645
0.0000232	0.001645
0.0000234	0.001645
0.0000236	0.001645
0.0000238	0.001645
2.4E-05	0.001645
2.42E-05	0.001645
2.44E-05	0.001645
2.46E-05	0.001645
2.48E-05	0.001645
2.5E-05	0.001645
2.52E-05	0.001645
2.54E-05	0.001645
2.56E-05	0.001645
2.58E-05	0.001645
2.6E-05	0.001645
2.62E-05	0.001645
2.64E-05	0.001645
2.66E-05	0.001645
2.68E-05	0.001645
2.7E-05	0.001645
2.72E-05	0.001645
2.74E-05	0.001645
2.76E-05	0.001645
2.78E-05	0.001645
2.8E-05	0.001645
2.82E-05	0.001645
2.84E-05	0.001645
2.86E-05	0.001645
2.88E-05	0.001645
2.9E-05	0.001645
2.92E-05	0.001645
2.94E-05	0.001645
2.96E-05	0.001645
2.98E-05	0.001645
3E-05	0.001645
3.02E-05	0.001645
3.04E-05	0.001645
3.06E-05	0.001645
3.08E-05	0.001645
3.1E-05	0.001645
3.12E-05	0.001645
3.14E-05	0.001645
3.16E-05	0.001645
3.18E-05	0.001645
3.2E-05	0.001645
3.22E-05	0.001645
3.24E-05	0.001645
3.26E-05	0.001645
3.28E-05	0.001645
3.3E-05	0.001645
3.32E-05	0.001645
3.34E-05	0.001645
3.36E-05	0.001645
3.38E-05	0.001645
3.4E-05	0.001645
3.42E-05	0.001645
3.44E-05	0.001645
3.46E-05	0.001645
3.48E-05	0.001645
3.5E-05	0.001645
3.52E-05	0.001645
3.54E-05	0.001645
3.56E-05	0.001645
3.58E-05	0.001645
0.000036	0.001645
0.0000362	0.001645
0.0000364	0.001645
0.0000366	0.001645
0.0000368	0.001645
0.000037	0.001645
0.0000372	0.001645
0.0000374	0.001645
0.0000376	0.001645
0.0000378	0.001645
0.000038	0.001645
0.0000382	0.001645
0.0000384	0.001645
0.0000386	0.001645
0.0000388	0.001645
0.000039	0.001645
0.0000392	0.001645
0.0000394	0.001645
0.0000396	0.001645
0.0000398	0.001645
0.00004	0.001645
0.0000402	0.001645
0.0000404	0.001645
0.0000406	0.001645
0.0000408	0.001645
